 ---New_Simulation---
        Label               Simulation step                 <E_i>                   E_i
   2.0000000000000000        20000.000000000000       -4.1176823751903511       -4.5497865607489443     
   2.0000000000000000        40000.000000000000       -4.4095910886639951       -5.8354908765031936     
   1.0000000000000000        60000.000000000000       -4.7472793257907986       -3.8317215185070728     
   1.0000000000000000        80000.000000000000       -4.9056146707603308       -5.2020287876434779     
   1.0000000000000000        100000.00000000000       -5.0224043362457502       -5.7705010612959082     
   2.0000000000000000        120000.00000000000       -4.9529249494365519       -4.1017447641576448     
   1.0000000000000000        140000.00000000000       -5.1820089068223663       -6.5342120555630867     
   2.0000000000000000        160000.00000000000       -5.0541533381215098       -4.8683759869617074     
   2.0000000000000000        180000.00000000000       -5.0933420814274672       -5.9720948712637494     
   1.0000000000000000        200000.00000000000       -5.3093498829727368       -6.0633276158023071     
   2.0000000000000000        220000.00000000000       -5.1533462713781271       -5.2435729536849305     
   1.0000000000000000        240000.00000000000       -5.3671172182872642       -5.6643530279822540     
   1.0000000000000000        260000.00000000000       -5.3900825410758548       -5.4467195041958893     
   2.0000000000000000        280000.00000000000       -5.2185956405299345       -4.1108012798166236     
   1.0000000000000000        300000.00000000000       -5.4228140100474445       -4.2279351238774403     
   1.0000000000000000        320000.00000000000       -5.4371054786803290       -5.8661412141380804     
   1.0000000000000000        340000.00000000000       -5.4496160442159374       -5.4212096288317770     
   1.0000000000000000        360000.00000000000       -5.4613701404946555       -6.2567786950889861     
   1.0000000000000000        380000.00000000000       -5.4729379521835284       -5.4420625141407335     
   1.0000000000000000        400000.00000000000       -5.4831265599531331       -6.2737506313815272     
   1.0000000000000000        420000.00000000000       -5.4940087549995686       -5.7631776018240544     
   2.0000000000000000        440000.00000000000       -5.3180937721746524       -5.6400649247739354     
   2.0000000000000000        460000.00000000000       -5.3264731866262016       -5.7470979287473298     
   1.0000000000000000        480000.00000000000       -5.5227382846254889       -4.2070208151802078     
   2.0000000000000000        500000.00000000000       -5.3449058430934873       -4.5535230574644263     
   1.0000000000000000        520000.00000000000       -5.5316111390074383       -5.9155020663145326     
   1.0000000000000000        540000.00000000000       -5.5357592979591468       -6.5964137068665867     
   1.0000000000000000        560000.00000000000       -5.5395079733349357       -3.9709309795647720     
   1.0000000000000000        580000.00000000000       -5.5428134275668972       -6.1703379503412066     
   2.0000000000000000        600000.00000000000       -5.3759344611218989       -5.5873355630694181     
