 ---New_Simulation---
        Label               Simulation step                 <E_i>                   E_i
   1.0000000000000000        2520000.0000000000       -5.7839582144324497       -4.9697850496310254     
   2.0000000000000000        2540000.0000000000       -6.5309537702359268       -6.2330419479393520     
   2.0000000000000000        2560000.0000000000       -6.5315916672607912       -6.6704592798949847     
   1.0000000000000000        2580000.0000000000       -5.7845054305824330       -6.8955679523019766     
   2.0000000000000000        2600000.0000000000       -6.5327900232270331       -6.6842692724741539     
   1.0000000000000000        2620000.0000000000       -5.7844367104116641       -5.7629012647176276     
   1.0000000000000000        2640000.0000000000       -5.7845419923017820       -5.0069281430222503     
   1.0000000000000000        2660000.0000000000       -5.7845807651657282       -5.5419286721429168     
   1.0000000000000000        2680000.0000000000       -5.7846384137037639       -5.8649311476393109     
   2.0000000000000000        2700000.0000000000       -6.5345735212531935       -6.6381186274422843     
   1.0000000000000000        2720000.0000000000       -5.7841868340391480       -5.4340998972329579     
   2.0000000000000000        2740000.0000000000       -6.5352300585087377       -6.1626735453640480     
   1.0000000000000000        2760000.0000000000       -5.7840261843768994       -6.1252133028944407     
   1.0000000000000000        2780000.0000000000       -5.7841709156112309       -5.3834817021273826     
   1.0000000000000000        2800000.0000000000       -5.7842232062040146       -5.4903773769309980     
   1.0000000000000000        2820000.0000000000       -5.7843591997910933       -5.6488942636293924     
   2.0000000000000000        2840000.0000000000       -6.5364401397652463       -7.2590586442896745     
   1.0000000000000000        2860000.0000000000       -5.7846693542960281       -6.2732433868336619     
   2.0000000000000000        2880000.0000000000       -6.5372496276489462       -6.7694630899566093     
   1.0000000000000000        2900000.0000000000       -5.7852596646279828       -5.4234180067749200     
   1.0000000000000000        2920000.0000000000       -5.7853370496712708       -6.5634111766832541     
   2.0000000000000000        2940000.0000000000       -6.5382270157745435       -7.5332097436251173     
   2.0000000000000000        2960000.0000000000       -6.5385986112473766       -6.1607100491656466     
   2.0000000000000000        2980000.0000000000       -6.5390184698854528       -5.9953397505610981     
   1.0000000000000000        3000000.0000000000       -5.7856740820240784       -6.0633836021440022     
   2.0000000000000000        3020000.0000000000       -6.5399092816787752       -7.1629520545356424     
   2.0000000000000000        3040000.0000000000       -6.5402421362782324       -7.2447508690122380     
   1.0000000000000000        3060000.0000000000       -5.7859663847426290       -6.2755816383726133     
   1.0000000000000000        3080000.0000000000       -5.7859206726343375       -5.8024979876051361     
   1.0000000000000000        3100000.0000000000       -5.7858210113769122       -6.4882760497937459     
   2.0000000000000000        3120000.0000000000       -6.5403815857877721       -6.7759579892530484     
   2.0000000000000000        3140000.0000000000       -6.5406260630487418       -7.6769555717174978     
   1.0000000000000000        3160000.0000000000       -5.7860160127090321       -6.2295768186394787     
   1.0000000000000000        3180000.0000000000       -5.7860728295426043       -6.7092029531572503     
   1.0000000000000000        3200000.0000000000       -5.7862258628283989       -6.0507120630440046     
   1.0000000000000000        3220000.0000000000       -5.7863454287844593       -5.8256864742260346     
   1.0000000000000000        3240000.0000000000       -5.7862847721050565       -5.8213862861813785     
   2.0000000000000000        3260000.0000000000       -6.5435546719289288       -5.9450915092107071     
   2.0000000000000000        3280000.0000000000       -6.5438910179023653       -6.7058774837178454     
   1.0000000000000000        3300000.0000000000       -5.7863095697385569       -5.6189683675506945     
   1.0000000000000000        3320000.0000000000       -5.7863052337996459       -6.8219805408312650     
   1.0000000000000000        3340000.0000000000       -5.7861740534440553       -4.6958988955643202     
   1.0000000000000000        3360000.0000000000       -5.7859376820782744       -6.0900539754116618     
   1.0000000000000000        3380000.0000000000       -5.7857541401875583       -5.8692770509519487     
   1.0000000000000000        3400000.0000000000       -5.7856709050203241       -4.2241350232249548     
   2.0000000000000000        3420000.0000000000       -6.5450562144244389       -5.4404032370159587     
   2.0000000000000000        3440000.0000000000       -6.5454052746679512       -6.2083596903754028     
   2.0000000000000000        3460000.0000000000       -6.5458996990391274       -6.9402594803349924     
   2.0000000000000000        3480000.0000000000       -6.5463471941042002       -6.3141055176483221     
   2.0000000000000000        3500000.0000000000       -6.5467543047631604       -7.0147878150647678     
   2.0000000000000000        3520000.0000000000       -6.5470160783792872       -6.7884866142471578     
   2.0000000000000000        3540000.0000000000       -6.5474602278783847       -7.0657471766366609     
   2.0000000000000000        3560000.0000000000       -6.5478661820093640       -6.7921978408195338     
   2.0000000000000000        3580000.0000000000       -6.5482634300516684       -6.8453070614617770     
   1.0000000000000000        3600000.0000000000       -5.7862639791300214       -5.0656127726834521     
   1.0000000000000000        3620000.0000000000       -5.7864567171246559       -5.9593119357448590     
   1.0000000000000000        3640000.0000000000       -5.7864062848236584       -5.2222004828056141     
   2.0000000000000000        3660000.0000000000       -6.5497929160593289       -7.4211042660840931     
   1.0000000000000000        3680000.0000000000       -5.7866229602979784       -5.9395260261605634     
   1.0000000000000000        3700000.0000000000       -5.7868017710176289       -5.4568367492482652     
   1.0000000000000000        3720000.0000000000       -5.7868779376116066       -5.9084095262305771     
   1.0000000000000000        3740000.0000000000       -5.7869534212618907       -5.8789847204441479     
   1.0000000000000000        3760000.0000000000       -5.7870292417333564       -5.8737677670194977     
   2.0000000000000000        3780000.0000000000       -6.5528481698499963       -7.6254004654238647     
   1.0000000000000000        3800000.0000000000       -5.7875213088335036       -6.0798769860997561     
   2.0000000000000000        3820000.0000000000       -6.5539498561742837       -6.4851714571935819     
   2.0000000000000000        3840000.0000000000       -6.5543689870753408       -6.6522820602060886     
   2.0000000000000000        3860000.0000000000       -6.5548421129666732       -7.1281153356089595     
   2.0000000000000000        3880000.0000000000       -6.5552523573091568       -7.4235279941567365     
   2.0000000000000000        3900000.0000000000       -6.5557726461836534       -6.5656906481713033     
   2.0000000000000000        3920000.0000000000       -6.5563473875195681       -6.2180612833750208     
   2.0000000000000000        3940000.0000000000       -6.5567514409920538       -6.7126532350396309     
   1.0000000000000000        3960000.0000000000       -5.7879081537355193       -6.6321767624165053     
   2.0000000000000000        3980000.0000000000       -6.5575097521849557       -6.3663858262750699     
   2.0000000000000000        4000000.0000000000       -6.5581479700161722       -5.6508347442404672     
   2.0000000000000000        4020000.0000000000       -6.5587780003065212       -6.9235158661143110     
   1.0000000000000000        4040000.0000000000       -5.7873326353886796       -5.8000237992899724     
   2.0000000000000000        4060000.0000000000       -6.5594703579878608       -6.2211767693239546     
   1.0000000000000000        4080000.0000000000       -5.7870903119688784       -5.4771504512972529     
   2.0000000000000000        4100000.0000000000       -6.5600172166155364       -7.1143033405719507     
   1.0000000000000000        4120000.0000000000       -5.7869495443782668       -5.3109632135619158     
   1.0000000000000000        4140000.0000000000       -5.7867224292126789       -6.8252739052162559     
   2.0000000000000000        4160000.0000000000       -6.5609366609035282       -6.0691038539337105     
   2.0000000000000000        4180000.0000000000       -6.5613114495345153       -6.8552069049675772     
   1.0000000000000000        4200000.0000000000       -5.7864371762217495       -4.7601914662407978     
   1.0000000000000000        4220000.0000000000       -5.7861998808110249       -6.4300536798090722     
   2.0000000000000000        4240000.0000000000       -6.5621395074001185       -6.0015841051064687     
   2.0000000000000000        4260000.0000000000       -6.5625061440478039       -6.2078189294806245     
   1.0000000000000000        4280000.0000000000       -5.7855446117953599       -6.3515009626507446     
   1.0000000000000000        4300000.0000000000       -5.7853330654679951       -3.7667445109625408     
   1.0000000000000000        4320000.0000000000       -5.7850704100045238       -5.1366857050381780     
   1.0000000000000000        4340000.0000000000       -5.7852100034808824       -4.5696511267339028     
   2.0000000000000000        4360000.0000000000       -6.5643378212219847       -6.3445759951465135     
   2.0000000000000000        4380000.0000000000       -6.5647399183410000       -7.4098280714787599     
   1.0000000000000000        4400000.0000000000       -5.7852316068964686       -5.4166949227069008     
   1.0000000000000000        4420000.0000000000       -5.7851754081759283       -6.6979178690810874     
   2.0000000000000000        4440000.0000000000       -6.5659504252906133       -5.8103328137498407     
   1.0000000000000000        4460000.0000000000       -5.7851818815241662       -5.6521686828156055     
   1.0000000000000000        4480000.0000000000       -5.7852065199858487       -5.1976330619512225     
   1.0000000000000000        4500000.0000000000       -5.7851897005168276       -6.9107841845393416     
   1.0000000000000000        4520000.0000000000       -5.7852734250186533       -6.4798648509931622     
   1.0000000000000000        4540000.0000000000       -5.7854557907263597       -5.5071014855990912     
   1.0000000000000000        4560000.0000000000       -5.7856365482894923       -6.9396944510604150     
   1.0000000000000000        4580000.0000000000       -5.7857429860823668       -5.2437225381789645     
   2.0000000000000000        4600000.0000000000       -6.5688907773532037       -6.3448116012318501     
   2.0000000000000000        4620000.0000000000       -6.5690514361363785       -7.3229312641591182     
   1.0000000000000000        4640000.0000000000       -5.7859639682218242       -5.5623100687099729     
   1.0000000000000000        4660000.0000000000       -5.7859645426309756       -6.4420500685737103     
   1.0000000000000000        4680000.0000000000       -5.7859495385942772       -6.0653551305774549     
   1.0000000000000000        4700000.0000000000       -5.7859585752281202       -5.4440495820494927     
   1.0000000000000000        4720000.0000000000       -5.7860214032357122       -6.7102163233946701     
   1.0000000000000000        4740000.0000000000       -5.7860796350484200       -4.8985894588004957     
   2.0000000000000000        4760000.0000000000       -6.5706790140531997       -5.7312386195443956     
   2.0000000000000000        4780000.0000000000       -6.5709626779639256       -7.1437723240466759     
   2.0000000000000000        4800000.0000000000       -6.5711705853715170       -6.1346797494660956     
   2.0000000000000000        4820000.0000000000       -6.5713118240894399       -5.0688679953459381     
   1.0000000000000000        4840000.0000000000       -5.7867161345819049       -5.2597853750435908     
   2.0000000000000000        4860000.0000000000       -6.5714065274274507       -7.2434039565463184     
   1.0000000000000000        4880000.0000000000       -5.7870796203682868       -5.9959165618721153     
   2.0000000000000000        4900000.0000000000       -6.5715241854045425       -6.8241325451575818     
   2.0000000000000000        4920000.0000000000       -6.5716132810899488       -7.1160953931372770     
   1.0000000000000000        4940000.0000000000       -5.7872761506977461       -5.9444442176811041     
   1.0000000000000000        4960000.0000000000       -5.7873686307769061       -6.5398136171146115     
   1.0000000000000000        4980000.0000000000       -5.7874617257027072       -5.2686602390768744     
   1.0000000000000000        5000000.0000000000       -5.7876372177406328       -6.1520590915832090     
   1.0000000000000000        5020000.0000000000       -5.7877013835652171       -5.8442725065572940     
   2.0000000000000000        5040000.0000000000       -6.5715505041190339       -6.1551829511746368     
   2.0000000000000000        5060000.0000000000       -6.5715169149459971       -6.4145951713557414     
   1.0000000000000000        5080000.0000000000       -5.7873716406765237       -5.2002455376844603     
   2.0000000000000000        5100000.0000000000       -6.5715176149900572       -7.1903723242761384     
   1.0000000000000000        5120000.0000000000       -5.7871496350471849       -6.4993333050826596     
   1.0000000000000000        5140000.0000000000       -5.7872297895664842       -4.7425698851939240     
   2.0000000000000000        5160000.0000000000       -6.5714609202205194       -5.5354274672105532     
   2.0000000000000000        5180000.0000000000       -6.5714909331117495       -7.3676895117879955     
   1.0000000000000000        5200000.0000000000       -5.7878198283003375       -5.8560968019755970     
   1.0000000000000000        5220000.0000000000       -5.7880628204176263       -6.4337239642000199     
   1.0000000000000000        5240000.0000000000       -5.7882112918008870       -5.9474472249726356     
   2.0000000000000000        5260000.0000000000       -6.5712266830437098       -7.1165088674893493     
   2.0000000000000000        5280000.0000000000       -6.5711649309996938       -5.1862832694454326     
   2.0000000000000000        5300000.0000000000       -6.5711151331162458       -7.0140261101461219     
   2.0000000000000000        5320000.0000000000       -6.5709909342091199       -6.8458020372370330     
   1.0000000000000000        5340000.0000000000       -5.7891196264043314       -4.4043409757362468     
   2.0000000000000000        5360000.0000000000       -6.5708674211517009       -6.4500169122459594     
   2.0000000000000000        5380000.0000000000       -6.5707887669270422       -7.5178465162434565     
   1.0000000000000000        5400000.0000000000       -5.7898491505770942       -5.8302429609899198     
   2.0000000000000000        5420000.0000000000       -6.5705451722698394       -5.6553980977478515     
   1.0000000000000000        5440000.0000000000       -5.7901835441055933       -5.4631271996060731     
   1.0000000000000000        5460000.0000000000       -5.7904621403582794       -5.3207325693532059     
   2.0000000000000000        5480000.0000000000       -6.5705326637720471       -5.9009487308297608     
   1.0000000000000000        5500000.0000000000       -5.7908248335442867       -6.3614775679902138     
   2.0000000000000000        5520000.0000000000       -6.5701253821302847       -6.2797707813261470     
   2.0000000000000000        5540000.0000000000       -6.5698313989158068       -7.7326147125764564     
   2.0000000000000000        5560000.0000000000       -6.5697054792416640       -5.9937942144771590     
   1.0000000000000000        5580000.0000000000       -5.7910240994778039       -5.6248005138583119     
   2.0000000000000000        5600000.0000000000       -6.5694626582501767       -6.4900440474011383     
   2.0000000000000000        5620000.0000000000       -6.5694713521424548       -7.5513059499658004     
   2.0000000000000000        5640000.0000000000       -6.5694209702055417       -6.6691925248820336     
   1.0000000000000000        5660000.0000000000       -5.7914721225694974       -5.9128062678011197     
   1.0000000000000000        5680000.0000000000       -5.7916197895594133       -5.3066114766712129     
   2.0000000000000000        5700000.0000000000       -6.5693292310108360       -6.5888191181034728     
   1.0000000000000000        5720000.0000000000       -5.7918122577608546       -4.9459134331339385     
   2.0000000000000000        5740000.0000000000       -6.5693667659080157       -5.9628476319607238     
   1.0000000000000000        5760000.0000000000       -5.7918179977330899       -6.6478119072429465     
   2.0000000000000000        5780000.0000000000       -6.5694085433342417       -6.0047027334883705     
   1.0000000000000000        5800000.0000000000       -5.7917734793772251       -6.7123899357567414     
   2.0000000000000000        5820000.0000000000       -6.5696468773458552       -5.8427107486143077     
   1.0000000000000000        5840000.0000000000       -5.7919217514383261       -5.2406211187922889     
   2.0000000000000000        5860000.0000000000       -6.5697755394055202       -7.5402192393247702     
   2.0000000000000000        5880000.0000000000       -6.5697730521302438       -6.7032095120925810     
   1.0000000000000000        5900000.0000000000       -5.7918526817513225       -6.2853107350381885     
   2.0000000000000000        5920000.0000000000       -6.5698256166571003       -7.1155847281476028     
   2.0000000000000000        5940000.0000000000       -6.5698481333752685       -7.2507476267035935     
   1.0000000000000000        5960000.0000000000       -5.7919022832591383       -5.9078838768298860     
   1.0000000000000000        5980000.0000000000       -5.7918975284182874       -5.4265090857091369     
   2.0000000000000000        6000000.0000000000       -6.5700498385626602       -7.4455013152665686     
   1.0000000000000000        6020000.0000000000       -5.7921287390366309       -5.7183943943980164     
   2.0000000000000000        6040000.0000000000       -6.5700565442702743       -5.9850566386742940     
   1.0000000000000000        6060000.0000000000       -5.7921684746699960       -6.3140123601026712     
   1.0000000000000000        6080000.0000000000       -5.7922591228960281       -5.9211732872931888     
   1.0000000000000000        6100000.0000000000       -5.7923224402611444       -5.6053287280323101     
   2.0000000000000000        6120000.0000000000       -6.5702227225753269       -5.7316401946293336     
   1.0000000000000000        6140000.0000000000       -5.7924571183975573       -5.7570911049941502     
   1.0000000000000000        6160000.0000000000       -5.7924115796629358       -6.5463234399226549     
   1.0000000000000000        6180000.0000000000       -5.7923302751221124       -5.6495386269386856     
   1.0000000000000000        6200000.0000000000       -5.7923203163429973       -5.8544350378610490     
   1.0000000000000000        6220000.0000000000       -5.7923024385719364       -6.2391397823952675     
   1.0000000000000000        6240000.0000000000       -5.7922743894812498       -5.2781606711795810     
   1.0000000000000000        6260000.0000000000       -5.7921960186782329       -5.8408396882175113     
   1.0000000000000000        6280000.0000000000       -5.7922350426788691       -6.6457557540741607     
   2.0000000000000000        6300000.0000000000       -6.5701058453832895       -6.6115672884047605     
   1.0000000000000000        6320000.0000000000       -5.7923547869037311       -6.6096045029270902     
   1.0000000000000000        6340000.0000000000       -5.7924448778990145       -6.2312472143290041     
   2.0000000000000000        6360000.0000000000       -6.5704337762429077       -5.1573350816783448     
   1.0000000000000000        6380000.0000000000       -5.7925427610839044       -4.8155076361663491     
   2.0000000000000000        6400000.0000000000       -6.5707030641359703       -6.3162126968105170     
   2.0000000000000000        6420000.0000000000       -6.5709095970162021       -6.2507025775683713     
   2.0000000000000000        6440000.0000000000       -6.5711353422632985       -5.5853501213366616     
   1.0000000000000000        6460000.0000000000       -5.7925013407258339       -6.6125437591305882     
   2.0000000000000000        6480000.0000000000       -6.5713625385320018       -6.5669547493415896     
   2.0000000000000000        6500000.0000000000       -6.5714764115282103       -6.9334182675466502     
   1.0000000000000000        6520000.0000000000       -5.7926075339979750       -5.7766568055972591     
   1.0000000000000000        6540000.0000000000       -5.7926392023534978       -5.0162056948754783     
   2.0000000000000000        6560000.0000000000       -6.5718920131307970       -6.2589700272663276     
   1.0000000000000000        6580000.0000000000       -5.7928146646827416       -5.3142793593402757     
   1.0000000000000000        6600000.0000000000       -5.7928264888134890       -4.7156695411180349     
   2.0000000000000000        6620000.0000000000       -6.5723689058454804       -7.4986226324710668     
   2.0000000000000000        6640000.0000000000       -6.5725445057611358       -7.0106119682077352     
   1.0000000000000000        6660000.0000000000       -5.7931141979109464       -4.9159073485160185     
   2.0000000000000000        6680000.0000000000       -6.5726208857649473       -6.6357741159860666     
   1.0000000000000000        6700000.0000000000       -5.7931976370281175       -5.8542275559154833     
   2.0000000000000000        6720000.0000000000       -6.5726406649429814       -6.7314045644922871     
   1.0000000000000000        6740000.0000000000       -5.7934133623966444       -5.4494869774652637     
   1.0000000000000000        6760000.0000000000       -5.7935761388631448       -6.4435000318488855     
   2.0000000000000000        6780000.0000000000       -6.5728069916400855       -6.6491948359358224     
   1.0000000000000000        6800000.0000000000       -5.7936889532260603       -5.0757772224331461     
   1.0000000000000000        6820000.0000000000       -5.7936740528071695       -6.1517707107786004     
   2.0000000000000000        6840000.0000000000       -6.5727925235408300       -5.4360801702453712     
   1.0000000000000000        6860000.0000000000       -5.7936822965785986       -6.5116572029032564     
   2.0000000000000000        6880000.0000000000       -6.5725818612712334       -7.0063702369899925     
   1.0000000000000000        6900000.0000000000       -5.7936936039589479       -6.0189095848264129     
   2.0000000000000000        6920000.0000000000       -6.5725188833543262       -5.5624827306039961     
   1.0000000000000000        6940000.0000000000       -5.7937617253595377       -4.7516750132491339     
   2.0000000000000000        6960000.0000000000       -6.5724364969313438       -7.5704128772504395     
   2.0000000000000000        6980000.0000000000       -6.5724179860666556       -6.8169153317163520     
