 ---New_Simulation---
     r         g(r)_ Ar- Ar
   2.5000000000000001E-002   0.0000000000000000     
   7.5000000000000011E-002   0.0000000000000000     
  0.12500000000000000        0.0000000000000000     
  0.17500000000000002        0.0000000000000000     
  0.22500000000000001        0.0000000000000000     
  0.27500000000000002        0.0000000000000000     
  0.32500000000000007        0.0000000000000000     
  0.37500000000000000        0.0000000000000000     
  0.42500000000000004        0.0000000000000000     
  0.47499999999999998        0.0000000000000000     
  0.52500000000000002        0.0000000000000000     
  0.57500000000000007        0.0000000000000000     
  0.62500000000000000        0.0000000000000000     
  0.67500000000000004        0.0000000000000000     
  0.72500000000000009        0.0000000000000000     
  0.77500000000000002        0.0000000000000000     
  0.82500000000000007        0.0000000000000000     
  0.87500000000000000        0.0000000000000000     
  0.92500000000000004        0.0000000000000000     
  0.97500000000000009        0.0000000000000000     
   1.0249999999999999        0.0000000000000000     
   1.0750000000000002        0.0000000000000000     
   1.1250000000000000        0.0000000000000000     
   1.1750000000000003        0.0000000000000000     
   1.2250000000000001        0.0000000000000000     
   1.2749999999999999        0.0000000000000000     
   1.3250000000000002        0.0000000000000000     
   1.3750000000000000        0.0000000000000000     
   1.4250000000000003        0.0000000000000000     
   1.4750000000000001        0.0000000000000000     
   1.5249999999999999        0.0000000000000000     
   1.5750000000000002        0.0000000000000000     
   1.6250000000000000        0.0000000000000000     
   1.6750000000000003        0.0000000000000000     
   1.7250000000000001        0.0000000000000000     
   1.7749999999999999        0.0000000000000000     
   1.8250000000000002        0.0000000000000000     
   1.8750000000000000        0.0000000000000000     
   1.9250000000000003        0.0000000000000000     
   1.9750000000000001        0.0000000000000000     
   2.0250000000000004        0.0000000000000000     
   2.0750000000000002        0.0000000000000000     
   2.1250000000000000        0.0000000000000000     
   2.1749999999999998        0.0000000000000000     
   2.2250000000000001        0.0000000000000000     
   2.2750000000000004        0.0000000000000000     
   2.3250000000000002        0.0000000000000000     
   2.3750000000000000        0.0000000000000000     
   2.4250000000000003        0.0000000000000000     
   2.4750000000000001        0.0000000000000000     
   2.5250000000000004        0.0000000000000000     
   2.5750000000000002        0.0000000000000000     
   2.6250000000000000        0.0000000000000000     
   2.6750000000000003        0.0000000000000000     
   2.7250000000000001        0.0000000000000000     
   2.7750000000000004        0.0000000000000000     
   2.8250000000000002        0.0000000000000000     
   2.8750000000000000        0.0000000000000000     
   2.9250000000000003        0.0000000000000000     
   2.9750000000000001        0.0000000000000000     
   3.0250000000000004        0.0000000000000000     
   3.0750000000000002        0.0000000000000000     
   3.1250000000000000        0.0000000000000000     
   3.1750000000000003        0.0000000000000000     
   3.2250000000000001        0.0000000000000000     
   3.2750000000000004        0.0000000000000000     
   3.3250000000000002        4.9414260940195846E-002
   3.3750000000000000        0.0000000000000000     
   3.4250000000000003        3.1033523739257943E-002
   3.4750000000000001        36.349466626132426     
   3.5250000000000004        2.9285513014352546E-002
   3.5750000000000002        1.4233189225384718E-002
   3.6250000000000000        1.3840568457786214E-002
   3.6750000000000003        2.6927944036466263E-002
   3.7250000000000001        0.0000000000000000     
   3.7750000000000004        0.0000000000000000     
   3.8250000000000002        0.0000000000000000     
   3.8750000000000000        0.0000000000000000     
   3.9250000000000003        0.0000000000000000     
   3.9750000000000001        0.0000000000000000     
   4.0250000000000004        0.0000000000000000     
   4.0750000000000002        0.0000000000000000     
   4.1250000000000000        0.0000000000000000     
   4.1750000000000007        0.0000000000000000     
   4.2249999999999996        0.0000000000000000     
   4.2750000000000004        0.0000000000000000     
   4.3250000000000002        0.0000000000000000     
   4.3750000000000000        0.0000000000000000     
   4.4250000000000007        0.0000000000000000     
   4.4749999999999996        0.0000000000000000     
   4.5250000000000004        0.0000000000000000     
   4.5750000000000002        0.0000000000000000     
   4.6250000000000000        0.0000000000000000     
   4.6750000000000007        8.2956997207959734E-003
   4.7249999999999996        8.1201343238076467E-003
   4.7750000000000004        2.3850251596176101E-002
   4.8250000000000011        1.5570639515009628E-002
   4.8750000000000000        2.2876875401795418E-002
   4.9250000000000007        34.679426380771865     
   4.9749999999999996        2.1961893751198152E-002
   5.0250000000000004        1.4349901377032620E-002
   5.0750000000000011        2.1100727443926385E-002
   5.1250000000000000        1.3792677217447974E-002
   5.1750000000000007        0.0000000000000000     
   5.2249999999999996        0.0000000000000000     
   5.2750000000000004        0.0000000000000000     
   5.3250000000000011        0.0000000000000000     
   5.3750000000000000        0.0000000000000000     
   5.4250000000000007        0.0000000000000000     
   5.4749999999999996        0.0000000000000000     
   5.5250000000000004        0.0000000000000000     
   5.5750000000000011        0.0000000000000000     
   5.6250000000000000        0.0000000000000000     
   5.6750000000000007        0.0000000000000000     
   5.7249999999999996        0.0000000000000000     
   5.7750000000000004        5.4252935262883249E-003
   5.8250000000000011        0.0000000000000000     
   5.8750000000000000        1.0482797411814505E-002
   5.9250000000000007        1.0305875737599019E-002
   5.9749999999999996        1.0133395506696471E-002
